"rown","ID","condition","genre","prime_order","probe","wm","wm_response","confidence","question_n","question","rating","mean_rating","open_text","final_eval","knew_piece","EXPRA","sex","age","exp_inf","rep_exp"
245,"19","low","classical",1,"PLBCWYZN","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","5","",NA,1,"XXXXX",1,39,"0","2"
246,"19","low","classical",1,"PLBCWYZN","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,1,"XXXXX",1,39,"0","2"
247,"19","low","classical",1,"PLBCWYZN","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"XXXXX",1,39,"0","2"
253,"3217","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"XXXXX",1,32,"2","0"
254,"3217","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","6","",NA,2,"XXXXX",1,32,"2","0"
255,"3217","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,2,"XXXXX",1,32,"2","0"
256,"3217","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"XXXXX",1,32,"2","0"
259,"3217","high","rock",1,"GDRXBZYH","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","3","4","",NA,2,"XXXXX",1,32,"1","1"
260,"3217","high","rock",1,"GDRXBZYH","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,2,"XXXXX",1,32,"1","1"
261,"3217","high","rock",1,"GDRXBZYH","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","4","",NA,2,"XXXXX",1,32,"1","1"
262,"3217","high","rock",1,"GDRXBZYH","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,2,"XXXXX",1,32,"1","1"
265,"3217","low","rock",1,"QNVFYBLT","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,2,"XXXXX",1,32,"0","2"
266,"3217","low","rock",1,"QNVFYBLT","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,2,"XXXXX",1,32,"0","2"
267,"3217","low","rock",1,"QNVFYBLT","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,2,"XXXXX",1,32,"0","2"
268,"3217","low","rock",1,"QNVFYBLT","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,2,"XXXXX",1,32,"0","2"
274,"3217","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,1,"XXXXX",1,32,"2","0"
275,"3217","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",1,32,"2","0"
276,"3217","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",1,32,"2","0"
277,"3217","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,1,"XXXXX",1,32,"2","0"
280,"3217","high","classical",1,"HZSCMJPR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",1,32,"1","1"
281,"3217","high","classical",1,"HZSCMJPR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",1,32,"1","1"
282,"3217","high","classical",1,"HZSCMJPR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",1,32,"1","1"
283,"3217","high","classical",1,"HZSCMJPR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",1,32,"1","1"
286,"3217","low","classical",1,"PLBCWYZN","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",1,32,"0","2"
287,"3217","low","classical",1,"PLBCWYZN","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",1,32,"0","2"
288,"3217","low","classical",1,"PLBCWYZN","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,1,"XXXXX",1,32,"0","2"
289,"3217","low","classical",1,"PLBCWYZN","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,1,"XXXXX",1,32,"0","2"
295,"3226","baseline","rock",2,"CMFSJBNR","1","CMFSJR",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"369551",2,21,"2","0"
296,"3226","baseline","rock",2,"CMFSJBNR","1","CMFSJR",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"369551",2,21,"2","0"
297,"3226","baseline","rock",2,"CMFSJBNR","1","CMFSJR",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","7","",NA,1,"369551",2,21,"2","0"
298,"3226","baseline","rock",2,"CMFSJBNR","1","CMFSJR",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"369551",2,21,"2","0"
301,"3226","low","rock",2,"GYWLNPHM","1","GYWLPHM",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","3","3","",NA,1,"369551",2,21,"0","1"
302,"3226","low","rock",2,"GYWLNPHM","1","GYWLPHM",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","2","3","",NA,1,"369551",2,21,"0","1"
303,"3226","low","rock",2,"GYWLNPHM","1","GYWLPHM",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","3","",NA,1,"369551",2,21,"0","1"
304,"3226","low","rock",2,"GYWLNPHM","1","GYWLPHM",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","3","",NA,1,"369551",2,21,"0","1"
307,"3226","high","rock",2,"LXZNFMHY","1","ZFGXMHT",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"369551",2,21,"1","2"
308,"3226","high","rock",2,"LXZNFMHY","1","ZFGXMHT",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"369551",2,21,"1","2"
309,"3226","high","rock",2,"LXZNFMHY","1","ZFGXMHT",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"369551",2,21,"1","2"
310,"3226","high","rock",2,"LXZNFMHY","1","ZFGXMHT",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"369551",2,21,"1","2"
316,"3226","baseline","classical",2,"TBHNLXMZ","1","PTXHTHLM",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"369551",2,21,"2","0"
317,"3226","baseline","classical",2,"TBHNLXMZ","1","PTXHTHLM",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","6","",NA,1,"369551",2,21,"2","0"
318,"3226","baseline","classical",2,"TBHNLXMZ","1","PTXHTHLM",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"369551",2,21,"2","0"
319,"3226","baseline","classical",2,"TBHNLXMZ","1","PTXHTHLM",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"369551",2,21,"2","0"
322,"3226","low","classical",2,"YQGNSXCL","1","YQGLSXCTL",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"369551",2,21,"0","1"
323,"3226","low","classical",2,"YQGNSXCL","1","YQGLSXCTL",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"369551",2,21,"0","1"
324,"3226","low","classical",2,"YQGNSXCL","1","YQGLSXCTL",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"369551",2,21,"0","1"
325,"3226","low","classical",2,"YQGNSXCL","1","YQGLSXCTL",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,1,"369551",2,21,"0","1"
328,"3226","high","classical",2,"HBRTVNPC","1","HBRTVPCQ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"369551",2,21,"1","2"
329,"3226","high","classical",2,"HBRTVNPC","1","HBRTVPCQ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"369551",2,21,"1","2"
330,"3226","high","classical",2,"HBRTVNPC","1","HBRTVPCQ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"369551",2,21,"1","2"
331,"3226","high","classical",2,"HBRTVNPC","1","HBRTVPCQ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"369551",2,21,"1","2"
337,"3241","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"XXXXX",2,26,"2","0"
338,"3241","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"XXXXX",2,26,"2","0"
339,"3241","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","7","",NA,1,"XXXXX",2,26,"2","0"
340,"3241","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"XXXXX",2,26,"2","0"
343,"3241","high","classical",1,"HZSCMJPR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,26,"1","1"
344,"3241","high","classical",1,"HZSCMJPR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,26,"1","1"
345,"3241","high","classical",1,"HZSCMJPR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"XXXXX",2,26,"1","1"
346,"3241","high","classical",1,"HZSCMJPR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,26,"1","1"
349,"3241","low","classical",1,"PLBCWYZN","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,26,"0","2"
350,"3241","low","classical",1,"PLBCWYZN","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,26,"0","2"
351,"3241","low","classical",1,"PLBCWYZN","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"XXXXX",2,26,"0","2"
352,"3241","low","classical",1,"PLBCWYZN","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,26,"0","2"
358,"3241","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,6,"XXXXX",2,26,"2","0"
359,"3241","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,6,"XXXXX",2,26,"2","0"
360,"3241","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,6,"XXXXX",2,26,"2","0"
361,"3241","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,6,"XXXXX",2,26,"2","0"
364,"3241","high","rock",1,"GDRXBZYH","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,6,"XXXXX",2,26,"1","1"
365,"3241","high","rock",1,"GDRXBZYH","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,6,"XXXXX",2,26,"1","1"
366,"3241","high","rock",1,"GDRXBZYH","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,6,"XXXXX",2,26,"1","1"
367,"3241","high","rock",1,"GDRXBZYH","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,6,"XXXXX",2,26,"1","1"
370,"3241","low","rock",1,"QNVFYBLT","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,6,"XXXXX",2,26,"0","2"
371,"3241","low","rock",1,"QNVFYBLT","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,6,"XXXXX",2,26,"0","2"
372,"3241","low","rock",1,"QNVFYBLT","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,6,"XXXXX",2,26,"0","2"
373,"3241","low","rock",1,"QNVFYBLT","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,6,"XXXXX",2,26,"0","2"
379,"3328","baseline","classical",2,"TBHNLXMZ","1","TBHNLXZ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,2,"473878",2,21,"2","0"
380,"3328","baseline","classical",2,"TBHNLXMZ","1","TBHNLXZ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,2,"473878",2,21,"2","0"
381,"3328","baseline","classical",2,"TBHNLXMZ","1","TBHNLXZ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,2,"473878",2,21,"2","0"
382,"3328","baseline","classical",2,"TBHNLXMZ","1","TBHNLXZ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,2,"473878",2,21,"2","0"
385,"3328","low","classical",2,"YQGNSXCL","1","YQGSXCL",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,2,"473878",2,21,"0","1"
386,"3328","low","classical",2,"YQGNSXCL","1","YQGSXCL",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","6","",NA,2,"473878",2,21,"0","1"
387,"3328","low","classical",2,"YQGNSXCL","1","YQGSXCL",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"473878",2,21,"0","1"
388,"3328","low","classical",2,"YQGNSXCL","1","YQGSXCL",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,2,"473878",2,21,"0","1"
391,"3328","high","classical",2,"HBRTVNPC","1","HBVNPC",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,2,"473878",2,21,"1","2"
392,"3328","high","classical",2,"HBRTVNPC","1","HBVNPC",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,2,"473878",2,21,"1","2"
393,"3328","high","classical",2,"HBRTVNPC","1","HBVNPC",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,2,"473878",2,21,"1","2"
394,"3328","high","classical",2,"HBRTVNPC","1","HBVNPC",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,2,"473878",2,21,"1","2"
400,"3328","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","5","",NA,2,"473878",2,21,"2","0"
401,"3328","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,2,"473878",2,21,"2","0"
402,"3328","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","5","",NA,2,"473878",2,21,"2","0"
403,"3328","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","5","",NA,2,"473878",2,21,"2","0"
406,"3328","low","rock",2,"GYWLNPHM","1","GYWNLPHM",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,2,"473878",2,21,"0","1"
407,"3328","low","rock",2,"GYWLNPHM","1","GYWNLPHM",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","6","",NA,2,"473878",2,21,"0","1"
408,"3328","low","rock",2,"GYWLNPHM","1","GYWNLPHM",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"473878",2,21,"0","1"
409,"3328","low","rock",2,"GYWLNPHM","1","GYWNLPHM",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"473878",2,21,"0","1"
412,"3328","high","rock",2,"LXZNFMHY","1","LXZNFMHY",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,2,"473878",2,21,"1","2"
413,"3328","high","rock",2,"LXZNFMHY","1","LXZNFMHY",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","6","",NA,2,"473878",2,21,"1","2"
414,"3328","high","rock",2,"LXZNFMHY","1","LXZNFMHY",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"473878",2,21,"1","2"
415,"3328","high","rock",2,"LXZNFMHY","1","LXZNFMHY",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"473878",2,21,"1","2"
421,"3397","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,3,"XXXXX",1,24,"2","0"
422,"3397","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,3,"XXXXX",1,24,"2","0"
423,"3397","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,3,"XXXXX",1,24,"2","0"
424,"3397","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,3,"XXXXX",1,24,"2","0"
427,"3397","low","classical",2,"YQGNSXCL","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,3,"XXXXX",1,24,"0","1"
428,"3397","low","classical",2,"YQGNSXCL","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,3,"XXXXX",1,24,"0","1"
429,"3397","low","classical",2,"YQGNSXCL","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,3,"XXXXX",1,24,"0","1"
430,"3397","low","classical",2,"YQGNSXCL","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,3,"XXXXX",1,24,"0","1"
433,"3397","high","classical",2,"HBRTVNPC","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,3,"XXXXX",1,24,"1","2"
434,"3397","high","classical",2,"HBRTVNPC","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,3,"XXXXX",1,24,"1","2"
435,"3397","high","classical",2,"HBRTVNPC","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,3,"XXXXX",1,24,"1","2"
436,"3397","high","classical",2,"HBRTVNPC","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,3,"XXXXX",1,24,"1","2"
442,"3397","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"XXXXX",1,24,"2","0"
443,"3397","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,1,"XXXXX",1,24,"2","0"
444,"3397","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","5","",NA,1,"XXXXX",1,24,"2","0"
445,"3397","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"XXXXX",1,24,"2","0"
448,"3397","low","rock",2,"GYWLNPHM","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,1,"XXXXX",1,24,"0","1"
449,"3397","low","rock",2,"GYWLNPHM","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,1,"XXXXX",1,24,"0","1"
450,"3397","low","rock",2,"GYWLNPHM","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,1,"XXXXX",1,24,"0","1"
451,"3397","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","3","4","",NA,1,"XXXXX",1,24,"0","1"
454,"3397","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,1,"XXXXX",1,24,"1","2"
455,"3397","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,1,"XXXXX",1,24,"1","2"
456,"3397","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,1,"XXXXX",1,24,"1","2"
457,"3397","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,1,"XXXXX",1,24,"1","2"
463,"3421","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"990850",2,19,"2","0"
464,"3421","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"990850",2,19,"2","0"
